timestamps,TP9,AF7,AF8,TP10,Right AUX
1735836598.977,-9.277,141.602,108.887,83.008,-3.418
1735836598.981,-35.156,127.441,101.562,67.383,30.273
1735836598.985,-12.695,117.676,98.633,119.629,41.504
1735836598.989,-39.551,111.816,91.309,78.613,5.859
1735836598.993,-21.973,103.516,75.195,-36.133,6.348
1735836598.997,-19.043,104.492,82.031,-83.496,14.648
1735836599.001,-47.852,92.773,74.707,-71.777,51.270
1735836599.005,-56.641,85.938,74.219,-67.871,43.945
1735836599.009,-26.855,95.215,73.730,-125.000,41.992
1735836599.012,21.484,93.262,68.359,-188.965,34.180
1735836599.016,-16.602,75.684,64.941,-170.898,32.715
1735836599.020,-28.320,72.754,54.688,-150.879,57.617
1735836599.024,0.977,84.961,64.453,-167.480,61.523
1735836599.028,20.996,82.031,81.055,-219.727,46.387
1735836599.032,22.461,72.266,62.988,-242.676,20.508
1735836599.036,-14.648,51.758,31.738,-180.176,24.414
1735836599.040,1.465,57.129,46.875,-167.969,25.391
1735836599.044,49.316,63.477,62.012,-177.246,3.418
1735836599.048,20.508,19.043,18.066,-212.891,11.230
1735836599.051,32.715,10.254,4.395,-218.750,41.504
1735836599.055,63.477,17.090,20.508,-168.457,43.457
1735836599.059,86.426,37.598,35.645,-188.477,26.855
1735836599.063,75.684,57.617,32.715,-221.191,14.160
1735836599.067,12.207,35.156,16.113,-204.102,29.297
1735836599.071,44.434,30.273,15.137,-164.062,26.367
1735836599.075,66.406,19.043,11.719,-175.293,12.695
1735836599.079,83.008,19.531,8.789,-212.891,4.395
1735836599.083,114.258,16.602,-1.465,-166.992,9.277
1735836599.087,103.027,1.953,-2.930,-146.973,28.320
1735836599.091,96.191,8.789,5.859,-150.879,28.320
1735836599.094,93.750,-1.953,8.789,-124.023,25.879
1735836599.098,97.168,-12.207,7.812,-120.605,24.902
1735836599.102,114.258,-18.555,0.488,-74.707,33.691
1735836599.106,143.555,-17.090,0.488,-64.941,39.062
1735836599.110,146.973,-21.484,-5.859,-79.102,43.457
1735836599.114,130.371,-31.250,-10.254,-23.438,47.852
1735836599.118,124.512,-35.156,-5.859,33.203,47.363
1735836599.122,137.695,-26.855,-1.465,55.176,28.809
1735836599.126,136.719,-20.020,3.418,36.621,19.043
1735836599.130,129.395,-29.785,-6.348,9.277,17.090
1735836599.134,116.699,-26.855,-9.277,80.078,18.066
